receiver,tackler
L.Stocker (TB),M.Barron (STL)
J.Cook (STL),L.David (TB)
T.Austin (STL),J.Keyes (TB)
M.Evans (TB),J.Jenkins (STL)
L.Kendricks (STL),M.Wright (TB)
M.Evans (TB),R.McLeod (STL)
D.Dye (TB),J.Laurinaitis (STL)
A.Humphries (TB),L.Joyner (STL)
A.Seferian (TB),M.Alexander (STL)
M.Evans (TB),M.Alexander (STL)
A.Humphries (TB),M.Barron (STL)
C.Brate (TB),J.Jenkins (STL)
C.Brate (TB),M.Barron (STL)
A.Seferian (TB),T.Johnson (STL)
C.Sims (TB),R.McLeod (STL)
C.Sims (TB),M.Barron (STL)
J.Witten (DAL),D.Davis (NYJ)
D.McFadden (DAL),D.Harris (NYJ)
K.Thompkins (NYJ),G.Hardy (DAL)
E.Decker (NYJ),A.Hitchens (DAL)
B.Powell (NYJ),A.Hitchens (DAL)
E.Decker (NYJ),B.Jones (DAL)
B.Marshall (NYJ),B.Carr (DAL)
J.Hanna (DAL),S.Richardson (NYJ)
T.Williams (DAL),M.Wilkerson (NYJ)
Q.Enunwa (NYJ),B.Jones (DAL)
D.Bryant (DAL),C.Pryor (NYJ)
Q.Enunwa (NYJ),B.Carr (DAL)
B.Powell (NYJ),S.Lee (DAL)
T.Williams (DAL),C.Pace (NYJ)
B.Butler (DAL),D.Davis (NYJ)
B.Powell (NYJ),B.Church (DAL)
B.Powell (NYJ),B.Carr (DAL)
K.Davis (NYJ),A.Hitchens (DAL)
J.Witten (DAL),C.Pryor (NYJ)
D.Bryant (DAL),D.Revis (NYJ)
S.Ridley (NYJ),B.Jones (DAL)
Q.Enunwa (NYJ),S.Lee (DAL)
C.Ivory (NYJ),S.Lee (DAL)
Q.Enunwa (NYJ),J.Wilcox (DAL)
C.Beasley (DAL),B.Skrine (NYJ)
J.Witten (DAL),E.Henderson (NYJ)
D.Bryant (DAL),B.Skrine (NYJ)
C.Beasley (DAL),A.Cromartie (NYJ)
C.Beasley (DAL),M.Gilchrist (NYJ)
B.Powell (NYJ),D.Lawrence (DAL)
Q.Enunwa (NYJ),T.Mitchell (DAL)
D.McFadden (DAL),M.Williams (NYJ)
S.Vereen (NYG),L.Kuechly (CAR)
G.Olsen (CAR),L.Collins (NYG)
H.Nicks (NYG),K.Coleman (CAR)
J.Cunningham (NYG),C.Finnegan (CAR)
S.Vereen (NYG),C.Finnegan (CAR)
D.Harris (NYG),C.Finnegan (CAR)
D.Harris (NYG),L.Kuechly (CAR)
T.Ginn (CAR),D.Rodgers-Cromartie (NYG)
F.Whittaker (CAR),J.Casillas (NYG)
J.Cotchery (CAR),D.Rodgers-Cromartie (NYG)
G.Olsen (CAR),P.Amukamara (NYG)
J.Cotchery (CAR),P.Amukamara (NYG)
R.Randle (NYG),C.Tillman (CAR)
C.Brown (CAR),J.Brinkley (NYG)
G.Olsen (CAR),C.Dahl (NYG)
R.Randle (NYG),K.Coleman (CAR)
C.Brown (CAR),D.Rodgers-Cromartie (NYG)
O.Beckham (NYG),J.Norman (CAR)
W.Tye (NYG),T.Davis (CAR)
M.White (NYG),L.Kuechly (CAR)
O.Beckham (NYG),L.Kuechly (CAR)
G.Olsen (CAR),J.Brinkley (NYG)
S.Vereen (NYG),T.Davis (CAR)
O.Beckham (NYG),K.Coleman (CAR)
O.Beckham (NYG),C.Tillman (CAR)
F.Whittaker (CAR),L.Collins (NYG)
G.Olsen (CAR),U.Unga (NYG)
T.Ginn (CAR),P.Amukamara (NYG)
B.Bolden (NE),W.Woodyard (TEN)
B.LaFell (NE),M.Huff (TEN)
B.LaFell (NE),C.Sensabaugh (TEN)
R.Gronkowski (NE),D.Stafford (TEN)
D.Amendola (NE),W.Woodyard (TEN)
J.White (NE),B.Orakpo (TEN)
J.Fowler (TEN),M.Butler (NE)
D.Green (TEN),L.Ryan (NE)
A.Fasano (TEN),M.Butler (NE)
K.Martin (NE),M.Griffin (TEN)
A.Fasano (TEN),P.Chung (NE)
A.Andrews (TEN),P.Chung (NE)
C.Stevens (TEN),R.Ninkovich (NE)
A.Andrews (TEN),M.Butler (NE)
J.White (NE),K.Klug (TEN)
J.White (NE),C.Sensabaugh (TEN)
J.White (NE),A.Williamson (TEN)
J.White (NE),D.Bass (TEN)
A.Andrews (TEN),J.Mayo (NE)
R.Gronkowski (NE),M.Huff (TEN)
B.LaFell (NE),D.Stafford (TEN)
A.Fasano (TEN),J.Richards (NE)
K.Martin (NE),A.Williamson (TEN)
B.Bolden (NE),P.Cox (TEN)
R.Gronkowski (NE),K.Klug (TEN)
D.Green (TEN),P.Chung (NE)
H.Douglas (TEN),M.Butler (NE)
A.Andrews (TEN),L.Ryan (NE)
J.White (NE),B.Webb (TEN)
K.Martin (NE),B.Orakpo (TEN)
R.Gronkowski (NE),M.Griffin (TEN)
H.Douglas (TEN),T.Wilson (NE)
B.Sankey (TEN),L.Ryan (NE)
B.Sankey (TEN),J.Richards (NE)
B.Sankey (TEN),R.Ninkovich (NE)
J.Reed (WAS),J.Hughes (BUF)
D.Young (WAS),C.Graham (BUF)
R.Grant (WAS),R.Darby (BUF)
R.Woods (BUF),D.Goldson (WAS)
R.Woods (BUF),D.Hall (WAS)
J.Reed (WAS),M.Dareus (BUF)
D.Jackson (WAS),L.McKelvin (BUF)
J.Reed (WAS),B.Rambo (BUF)
P.Garcon (WAS),B.Rambo (BUF)
S.Watkins (BUF),Q.Dunbar (WAS)
M.Jones (WAS),M.Lawson (BUF)
L.McCoy (BUF),M.Foster (WAS)
M.Gillislee (BUF),M.Foster (WAS)
D.Jackson (WAS),R.Darby (BUF)
J.Crowder (WAS),N.Robey (BUF)
J.Crowder (WAS),P.Brown (BUF)
J.Reed (WAS),N.Robey (BUF)
J.Crowder (WAS),R.Darby (BUF)
C.Gragg (BUF),B.Breeland (WAS)
M.Gillislee (BUF),D.Goldson (WAS)
C.Hogan (BUF),D.Goldson (WAS)
A.Dixon (BUF),H.Bates (WAS)
T.Kelce (KC),L.Webb (BAL)
T.Kelce (KC),S.Wright (BAL)
A.Wilson (KC),S.Wright (BAL)
K.Aiken (BAL),E.Berry (KC)
K.Aiken (BAL),M.Peters (KC)
T.Kelce (KC),D.Smith (BAL)
J.Maclin (KC),W.Hill (BAL)
K.Aiken (BAL),D.Johnson (KC)
T.West (BAL),J.Mauga (KC)
K.Aiken (BAL),S.Smith (KC)
M.Williams (BAL),E.Berry (KC)
J.Maclin (KC),K.Lewis (BAL)
T.Kelce (KC),W.Hill (BAL)
J.Maclin (KC),L.Webb (BAL)
A.Wilson (KC),T.Jernigan (BAL)
T.Magee (BAL),D.Johnson (KC)
K.Aiken (BAL),J.Mauga (KC)
C.West (KC),D.Smith (BAL)
J.Maclin (KC),L.Guy (BAL)
K.Juszczyk (BAL),D.Sorensen (KC)
J.Butler (BAL),D.Johnson (KC)
T.West (BAL),D.Johnson (KC)
C.Matthews (BAL),S.Smith (KC)
J.Avant (KC),J.Rolle (BAL)
J.Avant (KC),C.Mosley (BAL)
J.Butler (BAL),M.Peters (KC)
K.Juszczyk (BAL),T.Hali (KC)
A.Wilson (KC),Z.Orr (BAL)
C.West (KC),C.Mosley (BAL)
T.Kelce (KC),K.Lewis (BAL)
J.Butler (BAL),R.Parker (KC)
C.Givens (BAL),S.Smith (KC)
M.Williams (BAL),M.Peters (KC)
M.Williams (BAL),D.Johnson (KC)
K.Juszczyk (BAL),D.Johnson (KC)
K.Juszczyk (BAL),A.Bailey (KC)
M.Williams (BAL),T.Branch (KC)
N.Washington (HOU),D.Butler (IND)
A.Johnson (IND),B.McKinney (HOU)
C.Fleener (IND),Q.Demps (HOU)
N.Washington (HOU),D.Jackson (IND)
F.Gore (IND),B.Cushing (HOU)
D.Herron (IND),B.McKinney (HOU)
A.Johnson (IND),Q.Demps (HOU)
R.Griffin (HOU),J.Brown (IND)
R.Griffin (HOU),M.Adams (IND)
D.Moncrief (IND),K.Johnson (HOU)
A.Hunt (HOU),Z.Kerr (IND)
A.Hunt (HOU),D.Lowery (IND)
P.Dorsett (IND),K.Jackson (HOU)
D.Hopkins (HOU),D.Butler (IND)
D.Allen (IND),Q.Demps (HOU)
G.Whalen (IND),J.Joseph (HOU)
J.Jones (ATL),P.Posluszny (JAC)
R.White (ATL),A.Colvin (JAC)
D.Freeman (ATL),P.Posluszny (JAC)
D.Freeman (ATL),T.Smith (JAC)
M.Lee (JAC),R.Allen (ATL)
D.Robinson (JAC),N.Stupar (ATL)
J.Thomas (JAC),N.Stupar (ATL)
D.Robinson (JAC),J.Durant (ATL)
A.Robinson (JAC),D.Trufant (ATL)
J.Thomas (JAC),P.Adams (ATL)
D.Freeman (ATL),D.House (JAC)
D.Freeman (ATL),A.Branch (JAC)
D.Robinson (JAC),P.Wheeler (ATL)
J.Thomas (JAC),J.Durant (ATL)
A.Hurns (JAC),R.Allen (ATL)
D.Robinson (JAC),R.Allen (ATL)
M.Lewis (JAC),R.Therezie (ATL)
R.Greene (JAC),P.Adams (ATL)
A.Hurns (JAC),P.Adams (ATL)
J.Thomas (JAC),R.Allen (ATL)
J.Jones (ATL),D.House (JAC)
J.Jones (ATL),T.Smith (JAC)
J.Jones (ATL),S.Brown (JAC)
R.White (ATL),N.Marshall (JAC)
J.Hardy (ATL),J.Cyprien (JAC)
J.Hardy (ATL),H.Pullard (JAC)
J.Hardy (ATL),A.Colvin (JAC)
R.White (ATL),J.Evans (JAC)
M.Lee (JAC),D.Trufant (ATL)
J.McKinnon (MIN),T.Porter (CHI)
J.Wright (MIN),K.Fuller (CHI)
Z.Miller (CHI),T.Newman (MIN)
J.McKinnon (MIN),S.McClellin (CHI)
M.Wallace (MIN),S.McClellin (CHI)
M.Mariani (CHI),X.Rhodes (MIN)
E.Royal (CHI),A.Harris (MIN)
R.Housler (CHI),E.Robinson (MIN)
K.Rudolph (MIN),C.Prosinski (CHI)
J.McKinnon (MIN),L.Houston (CHI)
M.Forte (CHI),T.Newman (MIN)
J.Wright (MIN),D.Hurst (CHI)
M.Forte (CHI),C.Munnerlyn (MIN)
M.Forte (CHI),C.Greenway (MIN)
Z.Miller (CHI),A.Harris (MIN)
M.Asiata (MIN),C.Prosinski (CHI)
J.Langford (CHI),T.Waynes (MIN)
S.Diggs (MIN),C.Prosinski (CHI)
K.Carey (CHI),X.Rhodes (MIN)
J.Bellamy (CHI),S.Floyd (MIN)
Z.Miller (CHI),T.Waynes (MIN)
R.Cobb (GB),M.Smith (OAK)
A.Cooper (OAK),D.Randall (GB)
R.Cobb (GB),B.Heeney (OAK)
J.Abbrederis (GB),T.Carrie (OAK)
D.Adams (GB),K.Mack (OAK)
M.Crabtree (OAK),Q.Rollins (GB)
A.Holmes (OAK),C.Hayward (GB)
J.Jones (GB),D.Hayden (OAK)
M.Crabtree (OAK),H.Clinton-Dix (GB)
D.Adams (GB),D.Amerson (OAK)
R.Rodgers (GB),M.Smith (OAK)
R.Cobb (GB),D.Hayden (OAK)
J.Starks (GB),M.Smith (OAK)
J.Perillo (GB),M.Smith (OAK)
M.Reece (OAK),M.Hyde (GB)
M.Rivera (OAK),H.Clinton-Dix (GB)
C.Walford (OAK),C.Hayward (GB)
A.Cooper (OAK),M.Burnett (GB)
M.Reece (OAK),D.Randall (GB)
J.Abbrederis (GB),C.Woodson (OAK)
J.Jones (GB),D.Amerson (OAK)
J.Abbrederis (GB),B.Heeney (OAK)
J.Jones (GB),D.McDonald (OAK)
D.Adams (GB),D.McDonald (OAK)
R.Cobb (GB),D.Amerson (OAK)
C.Walford (OAK),J.Ryan (GB)
L.Murray (OAK),H.Clinton-Dix (GB)
M.Crabtree (OAK),M.Burnett (GB)
M.Crabtree (OAK),C.Hayward (GB)
A.Holmes (OAK),D.Randall (GB)
M.Reece (OAK),J.Thomas (GB)
M.Rivera (OAK),M.Hyde (GB)
D.Johnson (CLE),J.Lane (SEA)
T.Gabriel (CLE),D.Shead (SEA)
T.Benjamin (CLE),E.Thomas (SEA)
J.Kearse (SEA),K.Dansby (CLE)
C.Helfet (SEA),K.Dansby (CLE)
T.Lockett (SEA),X.Cooper (CLE)
T.Benjamin (CLE),M.Burley (SEA)
D.Johnson (CLE),K.Wright (SEA)
T.Lockett (SEA),J.Bademosi (CLE)
D.Johnson (CLE),B.Mebane (SEA)
J.Kearse (SEA),T.Gipson (CLE)
J.Kearse (SEA),T.Williams (CLE)
L.Willson (SEA),T.Gipson (CLE)
I.Crowell (CLE),J.Lane (SEA)
G.Barnidge (CLE),C.Avril (SEA)
G.Barnidge (CLE),J.Lane (SEA)
F.Jackson (SEA),J.Bademosi (CLE)
D.Baldwin (SEA),D.Whitner (CLE)
M.Moore (CLE),E.Thomas (SEA)
I.Crowell (CLE),F.Clark (SEA)
T.Gabriel (CLE),K.McCray (SEA)
I.Crowell (CLE),K.Wright (SEA)
T.Lockett (SEA),T.Williams (CLE)
F.Jackson (SEA),P.Desir (CLE)
T.Lockett (SEA),P.Desir (CLE)
D.Bowe (CLE),K.McCray (SEA)
D.Bowe (CLE),R.Sherman (SEA)
B.Miller (SF),D.Kirkpatrick (CIN)
V.McDonald (SF),A.Jones (CIN)
B.Bell (SF),R.Nelson (CIN)
G.Bernard (CIN),N.Bowman (SF)
S.Draughn (SF),R.Maualuga (CIN)
B.Bell (SF),L.Hall (CIN)
T.Kroft (CIN),J.Ward (SF)
T.Smith (SF),D.Kirkpatrick (CIN)
A.Boldin (SF),S.Williams (CIN)
R.Hewitt (CIN),G.Hodges (SF)
A.Boldin (SF),L.Hall (CIN)
T.Cadet (SF),W.Gilberry (CIN)
A.Boldin (SF),C.Dunlap (CIN)
T.Cadet (SF),V.Burfict (CIN)
M.Jones (CIN),E.Reid (SF)
M.Sanu (CIN),G.Hodges (SF)
M.Jones (CIN),K.Acker (SF)
G.Bernard (CIN),G.Hodges (SF)
T.Kroft (CIN),E.Reid (SF)
G.Bernard (CIN),E.Reid (SF)
K.Gaskins (SF),A.Jones (CIN)
G.Bernard (CIN),C.Lemonier (SF)
M.Sanu (CIN),A.Brooks (SF)
B.Bell (SF),V.Burfict (CIN)
K.Gaskins (SF),D.Kirkpatrick (CIN)
Q.Patton (SF),R.Maualuga (CIN)
K.Gaskins (SF),V.Burfict (CIN)
K.Gaskins (SF),R.Maualuga (CIN)
A.Boldin (SF),R.Maualuga (CIN)
Q.Patton (SF),D.Kirkpatrick (CIN)
K.Gaskins (SF),L.Hall (CIN)
T.Smith (SF),W.Gilberry (CIN)
T.Cadet (SF),P.Dawson (CIN)
B.Bell (SF),S.Williams (CIN)
J.Landry (MIA),M.Te'o (SD)
L.Miller (MIA),D.Perryman (SD)
A.Gates (SD),M.Thomas (MIA)
D.Woodhead (SD),K.Misi (MIA)
L.Miller (MIA),M.Ingram (SD)
J.Landry (MIA),P.Robinson (SD)
D.Parker (MIA),J.Verrett (SD)
J.Herndon (SD),R.Jones (MIA)
A.Gates (SD),R.Jones (MIA)
M.Gordon (SD),D.Moore (MIA)
D.Inman (SD),Bo.McCain (MIA)
J.Herndon (SD),K.Misi (MIA)
D.Inman (SD),M.Thomas (MIA)
D.Woodhead (SD),K.Sheppard (MIA)
K.Stills (MIA),C.Mager (SD)
J.Ajayi (MIA),P.Robinson (SD)
J.Herndon (SD),M.Thomas (MIA)
L.Green (SD),M.Thomas (MIA)
D.Sims (MIA),C.Mager (SD)
D.Brown (SD),N.Suh (MIA)
M.Floyd (SD),T.Lippett (MIA)
J.Herndon (SD),K.Sheppard (MIA)
J.Landry (MIA),J.Verrett (SD)
J.Herndon (SD),Da.Williams (MIA)
J.Landry (MIA),J.Attaochu (SD)
J.Herndon (SD),S.Paysinger (MIA)
J.Cameron (MIA),J.Addae (SD)
D.Parker (MIA),P.Robinson (SD)
D.Parker (MIA),D.Stuckey (SD)
M.Bryant (PIT),A.Talib (DEN)
M.Wheaton (PIT),J.Bush (DEN)
D.Williams (PIT),D.Trevathan (DEN)
E.Sanders (DEN),A.Blake (PIT)
E.Sanders (DEN),W.Gay (PIT)
D.Thomas (DEN),R.Cockrell (PIT)
E.Sanders (DEN),W.Allen (PIT)
J.Norwood (DEN),M.Mitchell (PIT)
M.Wheaton (PIT),D.Trevathan (DEN)
D.Thomas (DEN),W.Gay (PIT)
O.Daniels (DEN),M.Mitchell (PIT)
A.Brown (PIT),D.Bruton (DEN)
M.Bryant (PIT),D.Bruton (DEN)
A.Brown (PIT),C.Nelson (DEN)
A.Brown (PIT),C.Harris (DEN)
E.Sanders (DEN),B.Boykin (PIT)
M.Bryant (PIT),S.Keo (DEN)
H.Miller (PIT),B.Roby (DEN)
A.Brown (PIT),B.Roby (DEN)
M.Wheaton (PIT),A.Talib (DEN)
H.Miller (PIT),D.Bruton (DEN)
M.Wheaton (PIT),S.Keo (DEN)
E.Sanders (DEN),R.Cockrell (PIT)
A.Brown (PIT),J.Bush (DEN)
M.Wheaton (PIT),B.Roby (DEN)
V.Davis (DEN),L.Timmons (PIT)
O.Daniels (DEN),W.Gay (PIT)
R.Hillman (DEN),R.Cockrell (PIT)
H.Miller (PIT),J.Bush (DEN)
D.Williams (PIT),B.Roby (DEN)
J.Norwood (DEN),W.Gay (PIT)
C.Anderson (DEN),W.Allen (PIT)
M.Floyd (ARI),B.Maxwell (PHI)
D.Fells (ARI),B.Maxwell (PHI)
J.Matthews (PHI),K.Minter (ARI)
J.Matthews (PHI),D.Bucannon (ARI)
D.Sproles (PHI),D.Bucannon (ARI)
J.Huff (PHI),J.Powers (ARI)
R.Mathews (PHI),T.Jefferson (ARI)
L.Fitzgerald (ARI),B.Maxwell (PHI)
D.Johnson (ARI),B.Maxwell (PHI)
D.Johnson (ARI),E.Rowe (PHI)
K.Williams (ARI),B.Maxwell (PHI)
M.Floyd (ARI),E.Rowe (PHI)
L.Fitzgerald (ARI),E.Reynolds (PHI)
J.Matthews (PHI),D.Swearinger (ARI)
J.Matthews (PHI),T.Mathieu (ARI)
L.Fitzgerald (ARI),M.Jenkins (PHI)
J.Huff (PHI),A.Okafor (ARI)
B.Celek (PHI),D.Bucannon (ARI)
D.Sproles (PHI),A.Okafor (ARI)
Z.Ertz (PHI),K.Minter (ARI)
R.Cooper (PHI),J.Powers (ARI)
M.Floyd (ARI),E.Biggers (PHI)
R.Cooper (PHI),T.Jefferson (ARI)
Z.Ertz (PHI),D.Bucannon (ARI)
J.Matthews (PHI),J.Powers (ARI)
Z.Ertz (PHI),T.Jefferson (ARI)
D.Johnson (ARI),M.Jenkins (PHI)
D.Fells (ARI),M.Jenkins (PHI)
J.Huff (PHI),D.Swearinger (ARI)
Z.Ertz (PHI),T.Mathieu (ARI)
B.Celek (PHI),T.Jefferson (ARI)
D.Sproles (PHI),S.Weatherspoon (ARI)
D.Fells (ARI),M.Kendricks (PHI)
D.Johnson (ARI),D.Ryans (PHI)
Z.Ertz (PHI),P.Peterson (ARI)
C.Spiller (NO),S.Tulloch (DET)
G.Tate (DET),K.Vaccaro (NO)
M.Burton (DET),J.Anderson (NO)
C.Johnson (DET),B.Browner (NO)
T.Hightower (NO),N.Lawson (DET)
T.Hightower (NO),S.Tulloch (DET)
W.Snead (NO),N.Lawson (DET)
T.Hightower (NO),D.Taylor (DET)
E.Ebron (DET),K.Vaccaro (NO)
W.Snead (NO),D.Slay (DET)
B.Cooks (NO),D.Slay (DET)
A.Johnson (NO),T.Whitehead (DET)
A.Abdullah (DET),D.Ellerbe (NO)
G.Tate (DET),K.Edebali (NO)
G.Tate (DET),B.Browner (NO)
T.Riddick (DET),B.Browner (NO)
A.Abdullah (DET),D.Breaux (NO)
B.Cooks (NO),Q.Diggs (DET)
C.Spiller (NO),J.Bynes (DET)
J.Bell (DET),K.Williams (NO)
T.Jones (DET),B.Browner (NO)
E.Ebron (DET),K.Wilson (NO)
T.Jones (DET),T.Davison (NO)
W.Snead (NO),I.Abdul-Quddus (DET)
M.Colston (NO),J.Ihedigbo (DET)
B.Watson (NO),T.Whitehead (DET)
J.Bell (DET),D.Ellerbe (NO)
L.Moore (DET),K.Wilson (NO)
W.Snead (NO),S.Tulloch (DET)
B.Watson (NO),I.Abdul-Quddus (DET)
T.Riddick (DET),K.Vaccaro (NO)
G.Tate (DET),D.Breaux (NO)
B.Cooks (NO),I.Abdul-Quddus (DET)
W.Snead (NO),Q.Diggs (DET)
B.Cooks (NO),J.Ihedigbo (DET)
B.Watson (NO),J.Ihedigbo (DET)
T.Hightower (NO),T.Whitehead (DET)
J.Phillips (SD),T.Carrie (OAK)
D.Brown (SD),D.Hayden (OAK)
D.Inman (SD),T.Carrie (OAK)
L.Smith (OAK),D.Perryman (SD)
M.Crabtree (OAK),M.Te'o (SD)
L.Murray (OAK),M.Ingram (SD)
A.Holmes (OAK),D.Perryman (SD)
C.Walford (OAK),D.Stuckey (SD)
A.Gates (SD),M.Smith (OAK)
L.Green (SD),D.Hayden (OAK)
J.Herndon (SD),M.Smith (OAK)
A.Holmes (OAK),C.Mager (SD)
L.Murray (OAK),M.Te'o (SD)
M.Floyd (SD),M.Smith (OAK)
D.Woodhead (SD),M.Smith (OAK)
D.Inman (SD),D.Hayden (OAK)
D.Woodhead (SD),B.Heeney (OAK)
A.Gates (SD),T.Mays (OAK)
D.Brown (SD),T.Carrie (OAK)
S.Roberts (OAK),G.Ducre (SD)
J.Herndon (SD),T.Mays (OAK)
A.Cooper (OAK),G.Ducre (SD)
D.Brown (SD),M.Smith (OAK)
L.Murray (OAK),A.Phillips (SD)
D.Woodhead (SD),T.Mays (OAK)
L.Green (SD),B.Heeney (OAK)
L.Green (SD),T.Carrie (OAK)
D.Johnson (SD),M.Smith (OAK)
D.Inman (SD),B.Heeney (OAK)
M.Floyd (SD),T.Mays (OAK)
L.Murray (OAK),D.Perryman (SD)
M.Reece (OAK),M.Ingram (SD)
A.Holmes (OAK),G.Ducre (SD)
M.Rivera (OAK),M.Ingram (SD)
M.Crabtree (OAK),G.Ducre (SD)
M.Crabtree (OAK),M.Ingram (SD)
S.Roberts (OAK),C.Mager (SD)
N.Agholor (PHI),D.Goldson (WAS)
Z.Ertz (PHI),M.Foster (WAS)
J.Matthews (PHI),Q.Dunbar (WAS)
Z.Ertz (PHI),W.Compton (WAS)
D.Sproles (PHI),R.Kerrigan (WAS)
P.Thomas (WAS),M.Kendricks (PHI)
J.Reed (WAS),E.Biggers (PHI)
D.Jackson (WAS),E.Biggers (PHI)
D.Jackson (WAS),M.Jenkins (PHI)
J.Matthews (PHI),W.Blackmon (WAS)
P.Garcon (WAS),M.Jenkins (PHI)
P.Garcon (WAS),J.Watkins (PHI)
D.Murray (PHI),W.Blackmon (WAS)
D.Murray (PHI),W.Compton (WAS)
D.Murray (PHI),M.Foster (WAS)
B.Celek (PHI),D.Hall (WAS)
R.Mathews (PHI),M.Foster (WAS)
P.Thomas (WAS),C.Barwin (PHI)
Z.Ertz (PHI),B.Breeland (WAS)
J.Crowder (WAS),M.Jenkins (PHI)
J.Reed (WAS),K.Alonso (PHI)
Z.Ertz (PHI),W.Blackmon (WAS)
D.Sproles (PHI),K.Jarrett (WAS)
D.Jackson (WAS),E.Reynolds (PHI)
J.Reed (WAS),E.Reynolds (PHI)
P.Thomas (WAS),K.Alonso (PHI)
R.Mathews (PHI),W.Compton (WAS)
J.Krause (PHI),D.Goldson (WAS)
P.Thomas (WAS),E.Reynolds (PHI)
D.Murray (PHI),D.Hall (WAS)
Z.Ertz (PHI),D.Hall (WAS)
Z.Ertz (PHI),D.Goldson (WAS)
J.Huff (PHI),W.Blackmon (WAS)
R.Grant (WAS),D.Ryans (PHI)
D.Sproles (PHI),D.Goldson (WAS)
J.Matthews (PHI),D.Goldson (WAS)
D.Sproles (PHI),B.Breeland (WAS)
J.Matthews (PHI),M.Foster (WAS)
A.Boldin (SF),J.Jones (DET)
D.Harris (SF),I.Abdul-Quddus (DET)
A.Boldin (SF),D.Slay (DET)
A.Boldin (SF),G.Quin (DET)
G.Tate (DET),E.Reid (SF)
C.Johnson (DET),D.Johnson (SF)
T.Riddick (DET),T.Jerod-Eddie (SF)
E.Ebron (DET),G.Hodges (SF)
V.McDonald (SF),G.Quin (DET)
J.Bell (DET),G.Hodges (SF)
B.Ellington (SF),D.Slay (DET)
B.Ellington (SF),N.Lawson (DET)
A.Abdullah (DET),K.Acker (SF)
V.McDonald (SF),J.Bynes (DET)
T.Riddick (DET),T.Brock (SF)
G.Tate (DET),J.Ward (SF)
C.Johnson (DET),J.Tartt (SF)
E.Ebron (DET),N.Bowman (SF)
T.Riddick (DET),G.Hodges (SF)
L.Moore (DET),T.Brock (SF)
E.Ebron (DET),J.Tartt (SF)
A.Abdullah (DET),N.Bowman (SF)
Q.Patton (SF),D.Slay (DET)
B.Ellington (SF),E.Ansah (DET)
A.Abdullah (DET),E.Reid (SF)
T.Riddick (DET),A.Armstead (SF)
C.Johnson (DET),E.Reid (SF)
T.Riddick (DET),N.Bowman (SF)
V.McDonald (SF),I.Abdul-Quddus (DET)
J.Hayne (SF),S.Tulloch (DET)
T.Smith (SF),D.Slay (DET)
J.Hayne (SF),T.Whitehead (DET)
T.Riddick (DET),J.Ward (SF)
A.Abdullah (DET),G.Hodges (SF)
C.Johnson (DET),T.Brock (SF)
J.Hayne (SF),J.Bynes (DET)
J.Hayne (SF),N.Lawson (DET)
V.McDonald (SF),T.Whitehead (DET)
J.James (PIT),W.Hill (BAL)
K.Aiken (BAL),W.Gay (PIT)
J.Butler (BAL),M.Mitchell (PIT)
K.Aiken (BAL),C.Heyward (PIT)
M.Williams (BAL),R.Shazier (PIT)
A.Brown (PIT),K.Lewis (BAL)
A.Brown (PIT),J.Smith (BAL)
C.Givens (BAL),W.Gay (PIT)
C.Matthews (BAL),W.Allen (PIT)
J.Allen (BAL),R.Shazier (PIT)
K.Aiken (BAL),Jar.Jones (PIT)
K.Juszczyk (BAL),C.Heyward (PIT)
A.Brown (PIT),S.Wright (BAL)
D.Williams (PIT),C.Mosley (BAL)
J.Butler (BAL),B.Boykin (PIT)
H.Miller (PIT),C.Mosley (BAL)
J.Allen (BAL),B.Boykin (PIT)
K.Juszczyk (BAL),R.Cockrell (PIT)
A.Brown (PIT),Z.Orr (BAL)
D.Heyward (PIT),C.Mosley (BAL)
M.Bryant (PIT),K.Lewis (BAL)
K.Aiken (BAL),R.Cockrell (PIT)
K.Juszczyk (BAL),W.Allen (PIT)
C.Matthews (BAL),L.Timmons (PIT)
J.Butler (BAL),J.Harrison (PIT)
K.Juszczyk (BAL),W.Gay (PIT)
D.Williams (PIT),Z.Smith (BAL)
D.Williams (PIT),K.Lewis (BAL)
M.Wheaton (PIT),K.Arrington (BAL)
K.Aiken (BAL),R.Shazier (PIT)
C.Givens (BAL),M.Mitchell (PIT)
K.Juszczyk (BAL),R.Golden (PIT)
H.Miller (PIT),K.Arrington (BAL)
H.Miller (PIT),L.Webb (BAL)
H.Miller (PIT),D.Smith (BAL)
D.Williams (PIT),W.Hill (BAL)
A.Brown (PIT),C.Mosley (BAL)
M.Wheaton (PIT),J.Smith (BAL)
D.Williams (PIT),L.Webb (BAL)
B.Butler (DAL),C.Graham (BUF)
S.Watkins (BUF),B.Carr (DAL)
T.Williams (DAL),P.Brown (BUF)
M.Gillislee (BUF),B.Church (DAL)
C.Beasley (DAL),N.Robey (BUF)
B.Butler (DAL),R.Brooks (BUF)
D.McFadden (DAL),M.Lawson (BUF)
C.Gragg (BUF),B.Carr (DAL)
K.Williams (BUF),S.Lee (DAL)
B.Butler (DAL),B.Rambo (BUF)
C.Gragg (BUF),B.Jones (DAL)
C.Gragg (BUF),S.Lee (DAL)
C.Hogan (BUF),D.Olatoye (DAL)
S.Watkins (BUF),B.Jones (DAL)
J.Hanna (DAL),C.Graham (BUF)
T.Williams (DAL),J.Hughes (BUF)
K.Williams (BUF),B.Church (DAL)
